5320	11521
5320	4877
5320	5470
5320	9481
5320	7908
10899	5320
5320	7347
5320	4430
5320	3399
5320	13258
5320	2223
5320	15117
11203	14047
11203	13542
11203	97
11203	5033
11203	9007
11203	12096
11203	2341
11203	5836
11203	2661
11203	5444
11203	8940
9833	3786
9833	15495
9833	8482
9833	6680
9833	11698
9833	3755
9833	14652
9833	908
9833	1770
9833	563
9833	6350
9833	14564
9833	7293
9833	4350
9833	6594
9833	14382
9833	1070
9833	14431
9833	12602
9833	6836
9833	11634
9833	9019
9833	320
9833	2632
9833	5619
9833	2527
9833	12830
9833	2702
9833	8399
9833	14394
9833	3587
9833	8225
9833	13625
9833	7834
9833	1894
9833	1036
9833	7336
9833	7131
9833	1183
9833	2104
9833	10401
9833	998
9833	1771
9833	15617
9833	12484
9833	3297
9833	13140
9833	8533
9833	7329
9833	12022
9833	12935
9833	9663
9833	3091
9833	4143
9833	14814
9833	10137
9833	5410
9833	10150
9833	4276
9833	546
9833	14401
9833	13594
9833	5507
9833	5076
9833	9672
9833	11464
9833	12680
9833	10544
9833	14603
9833	3487
9833	3967
9833	12634
9833	13517
9833	7858
9833	13928
9833	15207
9833	10636
9833	8126
9833	1528
9833	10269
9833	1707
9833	8210
9833	8590
9833	7671
9833	7787
9833	10417
9833	13186
9833	99
9833	6200
9833	7029
9833	1917
9833	8392
9833	3369
9833	6239
9833	13703
9833	7082
9833	7606
9833	6003
9833	10792
9833	7755
9833	1279
9833	9749
9833	6865
9833	6601
9833	3237
9833	5284
9833	3942
9833	10453
9833	15102
9833	11808
3926	7001
3926	2127
3926	2660
3926	4168
3926	2633
3926	943
3926	1099
3926	10333
3926	7461
3926	10427
3926	12
3926	11157
3926	15343
3926	6342
3926	2792
3926	7574
3926	14330
3926	11712
3926	6121
3926	12731
3926	8299
3926	6403
3926	2334
3926	3089
3926	12241
3926	11379
3926	6905
3926	10504
3926	1434
3926	2769
3926	14949
3926	4356
3926	6870
3926	9297
3926	15456
3926	1679
3926	680
3926	7499
3926	12006
3926	3180
3926	1010
3926	3125
3926	12531
3926	9837
3926	5196
3926	11069
3926	12497
3926	15483
3926	4203
3926	1191
3926	453
3926	13161
3926	11118
3926	193
3926	10299
3926	5664
3926	6410
3926	13531
3926	12832
3926	3780
3926	6894
3926	3568
3926	1407
3926	7217
3926	10607
3926	7830
3926	936
3926	9360
3926	9965
3926	8126
3926	2736
3926	7647
3926	99
3926	11655
3926	10415
3926	11267
3926	2731
3926	12610
3926	14932
3926	14018
3926	3234
3926	6319
3926	15304
3926	1945
3926	5694
3926	4548
3926	4613
3926	730
3926	3160
3926	13254
3926	14035
3926	7887
3926	11813
3926	853
3926	8768
3926	4245
3926	4701
3926	15450
3926	13756
3926	5552
3926	6264
3926	8471
3926	5951
3926	10772
3926	10038
3926	12203
3926	9768
3926	3318
153	3986
14262	2942
14262	8881
4401	2774
694	5872
694	5930
694	8303
694	4244
694	1715
694	1357
694	4805
694	10323
694	14204
694	2956
694	15125
694	1679
694	10316
694	9485
694	3237
694	13219
694	8218
694	1725
694	4378
694	11531
694	11953
694	10396
694	15192
694	11942
694	6413
694	7804
694	9414
694	6546
9641	13757
9641	15174
9641	1413
9641	11531
9641	1931
9641	10847
9641	13985
9641	9008
9641	7437
9641	5951
9641	4357
8739	5007
